,MATCH,DATE,PT_DIFF,HOME,AWAY
1179,Buffalo vs. Tulane,2006-12-06,-17.0,Buffalo,Tulane
1180,North Texas vs. Stephen F. Austin,2006-12-06,6.0,North Texas,Stephen F. Austin
1181,Texas Tech vs. Louisiana Tech,2006-12-06,-7.0,Texas Tech,Louisiana Tech
1182,Texas Christian vs. Texas-San Antonio,2006-12-06,16.0,Texas Christian,Texas-San Antonio
1183,Wis.-Milwaukee vs. Missouri St.,2006-12-06,19.0,Wis.-Milwaukee,Missouri St.
1184,Chicago St. vs. DePaul,2006-12-06,-27.0,Chicago St.,DePaul
1185,Texas-Pan American vs. Air Force,2006-12-06,12.0,Texas-Pan American,Air Force
1186,South Alabama vs. Auburn,2006-12-06,11.0,South Alabama,Auburn
1187,San Jose St. vs. Brigham Young,2006-12-06,12.0,San Jose St.,Brigham Young
1188,Creighton vs. Dayton,2006-12-06,-6.0,Creighton,Dayton
1189,Utah vs. Utah St.,2006-12-06,-3.0,Utah,Utah St.
1190,Northern Colorado vs. Colorado St.,2006-12-06,9.0,Northern Colorado,Colorado St.
1191,Fresno St. vs. UC Santa Barbara,2006-12-06,-28.0,Fresno St.,UC Santa Barbara
1192,St. Francis (PA) vs. St. Francis (NY),2006-12-07,-4.0,St. Francis (PA),St. Francis (NY)
1193,MD Baltimore Cty vs. La Salle,2006-12-07,-11.0,MD Baltimore Cty,La Salle
1194,Quinnipiac vs. Mount St. Mary's,2006-12-07,5.0,Quinnipiac,Mount St. Mary's
1195,Florida St. vs. Georgia St,2006-12-07,32.0,Florida St.,Georgia St
1196,Murray St. vs. Eastern Kentucky,2006-12-07,6.0,Murray St.,Eastern Kentucky
1197,Iona vs. Rider,2006-12-07,-29.0,Iona,Rider
1198,South Dakota State vs. Minnesota,2006-12-07,24.0,South Dakota State,Minnesota
1199,Pennsylvania vs. Navy,2006-12-07,-21.0,Pennsylvania,Navy
1200,SE Missouri St. vs. Tennessee St.,2006-12-07,-3.0,SE Missouri St.,Tennessee St.
1201,Eastern Illinois vs. Tennessee Tech,2006-12-07,5.0,Eastern Illinois,Tennessee Tech
1202,Lipscomb vs. Vanderbilt,2006-12-07,-9.0,Lipscomb,Vanderbilt
1203,Pepperdine vs. Long Beach St.,2006-12-07,5.0,Pepperdine,Long Beach St.
1204,Robert Morris vs. Sacred Heart,2006-12-07,-16.0,Robert Morris,Sacred Heart
1205,LIU Brooklyn vs. Monmouth-NJ,2006-12-07,3.0,LIU Brooklyn,Monmouth-NJ
1206,South Florida vs. Winston-Salem,2006-12-07,20.0,South Florida,Winston-Salem
1207,Austin Peay vs. Morehead St.,2006-12-07,-4.0,Austin Peay,Morehead St.
1208,Michigan vs. Miami (OH),2006-12-07,-6.0,Michigan,Miami (OH)
1209,Samford vs. Jacksonville St.,2006-12-07,-1.0,Samford,Jacksonville St.
1210,Alabama vs. Notre Dame,2006-12-07,-14.0,Alabama,Notre Dame
1211,Georgia Southern vs. Northern Illinois,2006-12-08,2.0,Georgia Southern,Northern Illinois
1212,North Florida vs. William & Mary,2006-12-08,-17.0,North Florida,William & Mary
1213,Canisius vs. Marist,2006-12-08,-35.0,Canisius,Marist
1214,Eastern Michigan vs. San Diego,2006-12-08,-2.0,Eastern Michigan,San Diego
1215,Troy vs. Drake,2006-12-08,7.0,Troy,Drake
1216,Chicago St. vs. California,2006-12-08,24.0,Chicago St.,California
1217,St. Peter's vs. Loyola-Maryland,2006-12-08,-11.0,St. Peter's,Loyola-Maryland
1218,Ohio vs. Louisville,2006-12-08,3.0,Ohio,Louisville
1219,Manhattan vs. Fairfield,2006-12-08,-3.0,Manhattan,Fairfield
1220,Iowa St. vs. Iowa,2006-12-08,18.0,Iowa St.,Iowa
1221,George Mason vs. Duke,2006-12-09,16.0,George Mason,Duke
1222,Indiana vs. Kentucky,2006-12-09,-5.0,Indiana,Kentucky
1223,Penn St. vs. Seton Hall,2006-12-09,-10.0,Penn St.,Seton Hall
1224,Mercer vs. VMI,2006-12-09,2.0,Mercer,VMI
1225,Lehigh vs. Miami-Florida,2006-12-09,-21.0,Lehigh,Miami-Florida
1226,Arkansas-Little Rock vs. Minnesota,2006-12-09,1.0,Arkansas-Little Rock,Minnesota
1227,Central Arkansas vs. Bowling Green,2006-12-09,-14.0,Central Arkansas,Bowling Green
1228,Illinois-Chicago vs. Illinois,2006-12-09,5.0,Illinois-Chicago,Illinois
1229,Utah vs. Rhode Island,2006-12-09,1.0,Utah,Rhode Island
1230,Missouri vs. Purdue,2006-12-09,-17.0,Missouri,Purdue
1231,Wisconsin vs. Marquette,2006-12-09,-4.0,Wisconsin,Marquette
1232,Tulane vs. Texas Christian,2006-12-09,2.0,Tulane,Texas Christian
1233,Brigham Young vs. Michigan St,2006-12-09,-15.0,Brigham Young,Michigan St
1234,North Texas vs. Nicholls State,2006-12-09,-3.0,North Texas,Nicholls State
1235,Fairleigh Dickinson vs. Quinnipiac,2006-12-09,4.0,Fairleigh Dickinson,Quinnipiac
1236,Rutgers vs. Princeton,2006-12-09,-6.0,Rutgers,Princeton
1237,St. Francis (PA) vs. Sacred Heart,2006-12-09,12.0,St. Francis (PA),Sacred Heart
1238,Harvard vs. LIU Brooklyn,2006-12-09,8.0,Harvard,LIU Brooklyn
1239,Pittsburgh vs. Buffalo,2006-12-09,-3.0,Pittsburgh,Buffalo
1240,George Washington vs. Southern California,2006-12-09,-9.0,George Washington,Southern California
1241,Georgia Tech vs. Vanderbilt,2006-12-09,-9.0,Georgia Tech,Vanderbilt
1242,Wichita St. vs. Wyoming,2006-12-09,14.0,Wichita St.,Wyoming
1243,Troy vs. Northern Illinois,2006-12-09,-3.0,Troy,Northern Illinois
1244,Savannah State vs. N.C. State,2006-12-09,21.0,Savannah State,N.C. State
1245,Louisiana-Lafayette vs. Stephen F. Austin,2006-12-09,-38.0,Louisiana-Lafayette,Stephen F. Austin
1246,High Point vs. North Carolina,2006-12-09,-25.0,High Point,North Carolina
1247,Alabama St. vs. Alabama,2006-12-09,34.0,Alabama St.,Alabama
1248,West Virginia vs. Duquesne,2006-12-09,-31.0,West Virginia,Duquesne
1249,Grambling State vs. Dayton,2006-12-09,9.0,Grambling State,Dayton
1250,Charlotte vs. Davidson,2006-12-09,-28.0,Charlotte,Davidson
1251,Fordham vs. Pennsylvania,2006-12-09,17.0,Fordham,Pennsylvania
1252,Butler vs. Indiana St.,2006-12-09,-8.0,Butler,Indiana St.
1253,Florida Atlantic vs. Central Florida,2006-12-09,22.0,Florida Atlantic,Central Florida
1254,Drexel vs. Villanova,2006-12-09,5.0,Drexel,Villanova
1255,Western Michigan vs. Northwestern,2006-12-09,2.0,Western Michigan,Northwestern
1256,Kansas St. vs. North Dakota State,2006-12-09,2.0,Kansas St.,North Dakota State
1257,Texas-Pan American vs. Texas State,2006-12-09,10.0,Texas-Pan American,Texas State
1258,Southern Illinois vs. Western Kentucky,2006-12-09,5.0,Southern Illinois,Western Kentucky
1259,Central Michigan vs. Wis.-Green Bay,2006-12-09,-18.0,Central Michigan,Wis.-Green Bay
1260,Georgia Southern vs. Drake,2006-12-09,12.0,Georgia Southern,Drake
1261,Eastern Illinois vs. Tennessee St.,2006-12-09,-3.0,Eastern Illinois,Tennessee St.
1262,Fresno St. vs. Montana St.,2006-12-09,5.0,Fresno St.,Montana St.
1263,Utah St. vs. Utah Valley,2006-12-09,4.0,Utah St.,Utah Valley
1264,Arizona vs. San Diego St.,2006-12-09,21.0,Arizona,San Diego St.
1265,Cal St. Fullerton vs. Pepperdine,2006-12-09,2.0,Cal St. Fullerton,Pepperdine
1266,Eastern Washington vs. Portland,2006-12-09,21.0,Eastern Washington,Portland
1267,Sacramento State vs. Long Beach St.,2006-12-09,21.0,Sacramento State,Long Beach St.
1268,UC Irvine vs. Loyola Marymount,2006-12-09,8.0,UC Irvine,Loyola Marymount
1269,Washington vs. Gonzaga,2006-12-09,20.0,Washington,Gonzaga
1270,Washington St. vs. Idaho,2006-12-09,-12.0,Washington St.,Idaho
1271,Robert Morris vs. Wagner,2006-12-09,-12.0,Robert Morris,Wagner
1272,Howard vs. Maryland - E. Shore,2006-12-09,2.0,Howard,Maryland - E. Shore
1273,Mississippi vs. Memphis,2006-12-09,12.0,Mississippi,Memphis
1274,Toledo vs. Kansas,2006-12-09,10.0,Toledo,Kansas
1275,Oral Roberts vs. Georgetown,2006-12-09,15.0,Oral Roberts,Georgetown
1276,Rider vs. Siena,2006-12-09,-8.0,Rider,Siena
1277,Centenary vs. Texas Tech,2006-12-09,-34.0,Centenary,Texas Tech
1278,Delaware State vs. Michigan,2006-12-09,-27.0,Delaware State,Michigan
1279,Western Illinois vs. Saint Louis,2006-12-09,10.0,Western Illinois,Saint Louis
1280,American U. vs. Yale,2006-12-09,-17.0,American U.,Yale
1281,Brown vs. Albany,2006-12-09,10.0,Brown,Albany
1282,Kent St. vs. IUPU - Ft. Wayne,2006-12-09,-10.0,Kent St.,IUPU - Ft. Wayne
1283,Texas A&M vs. UCLA,2006-12-09,-3.0,Texas A&M,UCLA
1284,Nebraska vs. Oregon,2006-12-09,-12.0,Nebraska,Oregon
1285,Illinois St. vs. Evansville,2006-12-09,28.0,Illinois St.,Evansville
1286,Austin Peay vs. Eastern Kentucky,2006-12-09,2.0,Austin Peay,Eastern Kentucky
1287,Cincinnati vs. Temple,2006-12-09,9.0,Cincinnati,Temple
1288,NC-Greensboro vs. Furman,2006-12-09,-5.0,NC-Greensboro,Furman
1289,DePaul vs. UAB,2006-12-09,-1.0,DePaul,UAB
1290,Cleveland St. vs. Ohio St.,2006-12-09,-21.0,Cleveland St.,Ohio St.
1291,St. John's vs. Niagara,2006-12-09,-22.0,St. John's,Niagara
1292,Murray St. vs. Morehead St.,2006-12-09,-3.0,Murray St.,Morehead St.
1293,Bethune-Cookman vs. Oregon St.,2006-12-09,-23.0,Bethune-Cookman,Oregon St.
1294,UC Riverside vs. Montana,2006-12-09,7.0,UC Riverside,Montana
1295,South Carolina vs. Baylor,2006-12-09,-5.0,South Carolina,Baylor
1296,Ball St. vs. Oklahoma St.,2006-12-09,-19.0,Ball St.,Oklahoma St.
1297,Winston-Salem vs. Akron,2006-12-09,12.0,Winston-Salem,Akron
1298,Western Carolina vs. Gardner-Webb,2006-12-09,1.0,Western Carolina,Gardner-Webb
1299,Longwood vs. Liberty,2006-12-09,28.0,Longwood,Liberty
1300,Wright St. vs. St. Bonaventure,2006-12-09,-2.0,Wright St.,St. Bonaventure
1301,South Florida vs. East Carolina,2006-12-09,-13.0,South Florida,East Carolina
1302,Hartford vs. Monmouth-NJ,2006-12-09,1.0,Hartford,Monmouth-NJ
1303,Colgate vs. Syracuse,2006-12-09,-27.0,Colgate,Syracuse
1304,Missouri St. vs. NC-Wilmington,2006-12-09,16.0,Missouri St.,NC-Wilmington
1305,VCU vs. Richmond,2006-12-09,-14.0,VCU,Richmond
1306,St. Joseph's vs. Louisville,2006-12-09,10.0,St. Joseph's,Louisville
1307,Maine vs. Providence,2006-12-09,-15.0,Maine,Providence
1308,South Alabama vs. Mississippi St.,2006-12-09,38.0,South Alabama,Mississippi St.
1309,Southern vs. Louisiana Tech,2006-12-09,8.0,Southern,Louisiana Tech
1310,Massachusetts vs. Central Conn. St.,2006-12-09,-13.0,Massachusetts,Central Conn. St.
1311,Coppin St. vs. Oklahoma,2006-12-09,-17.0,Coppin St.,Oklahoma
1312,Chicago St. vs. Eastern Michigan,2006-12-09,11.0,Chicago St.,Eastern Michigan
1313,UMKC vs. Northern Iowa,2006-12-09,32.0,UMKC,Northern Iowa
1314,Xavier vs. Creighton,2006-12-09,6.0,Xavier,Creighton
1315,SE Missouri St. vs. Tennessee Tech,2006-12-09,-43.0,SE Missouri St.,Tennessee Tech
1316,Tenn-Martin vs. Jacksonville St.,2006-12-09,-1.0,Tenn-Martin,Jacksonville St.
1317,Colorado St. vs. Colorado,2006-12-09,-3.0,Colorado St.,Colorado
1318,Texas-El Paso vs. New Mexico St.,2006-12-09,2.0,Texas-El Paso,New Mexico St.
1319,UC Davis vs. Idaho State,2006-12-09,27.0,UC Davis,Idaho State
1320,Weber St. vs. Southern Utah,2006-12-09,12.0,Weber St.,Southern Utah
1321,Santa Clara vs. Pacific,2006-12-09,-18.0,Santa Clara,Pacific
1322,Boise St. vs. CSU Northridge,2006-12-09,9.0,Boise St.,CSU Northridge
1323,San Diego vs. California,2006-12-09,-5.0,San Diego,California
1324,UNLV vs. Nevada,2006-12-09,-9.0,UNLV,Nevada
1325,Oakland vs. Miami (OH),2006-12-10,26.0,Oakland,Miami (OH)
1326,Youngstown St. vs. Wis.-Milwaukee,2006-12-10,-3.0,Youngstown St.,Wis.-Milwaukee
1327,Appalachian St. vs. Virginia Tech,2006-12-10,-32.0,Appalachian St.,Virginia Tech
1328,Dartmouth vs. James Madison,2006-12-10,4.0,Dartmouth,James Madison
1329,Ohio vs. St. Joseph's,2006-12-10,7.0,Ohio,St. Joseph's
1330,Canisius vs. Fairfield,2006-12-10,-11.0,Canisius,Fairfield
1331,Portland St. vs. San Jose St.,2006-12-10,9.0,Portland St.,San Jose St.
1332,Coastal Carolina vs. Jacksonville,2006-12-10,-13.0,Coastal Carolina,Jacksonville
1333,Iona vs. Vermont,2006-12-10,-13.0,Iona,Vermont
1334,Marist vs. St. Peter's,2006-12-10,19.0,Marist,St. Peter's
1335,Loyola-Maryland vs. Manhattan,2006-12-10,19.0,Loyola-Maryland,Manhattan
1336,Southeastern Louisiana vs. Florida St.,2006-12-10,26.0,Southeastern Louisiana,Florida St.
1337,South Dakota State vs. Montana,2006-12-10,40.0,South Dakota State,Montana
1338,Denver vs. Northern Colorado,2006-12-10,-15.0,Denver,Northern Colorado
1339,Maryland vs. Boston College,2006-12-10,11.0,Maryland,Boston College
1340,Louisiana State vs. Texas,2006-12-10,-1.0,Louisiana State,Texas
1341,Columbia vs. Lafayette,2006-12-11,17.0,Columbia,Lafayette
1342,Hartford vs. Yale,2006-12-11,1.0,Hartford,Yale
1343,Stony Brook vs. New Jersey Tech,2006-12-11,-4.0,Stony Brook,New Jersey Tech
1344,Eastern Washington vs. Santa Clara,2006-12-11,-23.0,Eastern Washington,Santa Clara
1345,Bethune-Cookman vs. Oregon,2006-12-11,-28.0,Bethune-Cookman,Oregon
1346,South Carolina State vs. VMI,2006-12-11,-12.0,South Carolina State,VMI
1347,Mississippi St. vs. Miami-Florida,2006-12-11,-18.0,Mississippi St.,Miami-Florida
1348,Arkansas-Pine Bluff vs. New Mexico St.,2006-12-11,-16.0,Arkansas-Pine Bluff,New Mexico St.
1349,Albany vs. Harvard,2006-12-12,3.0,Albany,Harvard
1350,MD Baltimore Cty vs. George Washington,2006-12-12,21.0,MD Baltimore Cty,George Washington
1351,Louisiana-Monroe vs. Mississippi,2006-12-12,-34.0,Louisiana-Monroe,Mississippi
1352,UC Irvine vs. Drake,2006-12-12,3.0,UC Irvine,Drake
1353,Fordham vs. Texas A&M,2006-12-12,-23.0,Fordham,Texas A&M
1354,Campbell vs. San Diego St.,2006-12-12,-37.0,Campbell,San Diego St.
1355,Central Florida vs. Minnesota,2006-12-12,-11.0,Central Florida,Minnesota
1356,St. Francis (NY) vs. Hofstra,2006-12-12,3.0,St. Francis (NY),Hofstra
1357,Chicago St. vs. Wis.-Green Bay,2006-12-12,-11.0,Chicago St.,Wis.-Green Bay
1358,Saint Louis vs. Pacific,2006-12-12,-7.0,Saint Louis,Pacific
1359,St. Mary's vs. Nevada,2006-12-12,18.0,St. Mary's,Nevada
1360,Massachusetts vs. Louisville,2006-12-13,-4.0,Massachusetts,Louisville
1361,Troy vs. Florida Atlantic,2006-12-13,4.0,Troy,Florida Atlantic
1362,Wright St. vs. Marshall,2006-12-13,7.0,Wright St.,Marshall
1363,Louisiana-Lafayette vs. New Orleans,2006-12-13,-4.0,Louisiana-Lafayette,New Orleans
1364,Belmont vs. Arkansas-Little Rock,2006-12-13,-15.0,Belmont,Arkansas-Little Rock
1365,Wis.-Milwaukee vs. Wisconsin,2006-12-13,-19.0,Wis.-Milwaukee,Wisconsin
1366,Brigham Young vs. Lamar,2006-12-13,-9.0,Brigham Young,Lamar
1367,Wake Forest vs. DePaul,2006-12-13,15.0,Wake Forest,DePaul
1368,Arkansas-Pine Bluff vs. Texas-El Paso,2006-12-13,-28.0,Arkansas-Pine Bluff,Texas-El Paso
1369,Coastal Carolina vs. South Carolina State,2006-12-13,-1.0,Coastal Carolina,South Carolina State
1370,Xavier vs. Cincinnati,2006-12-13,10.0,Xavier,Cincinnati
1371,LIU Brooklyn vs. Penn St.,2006-12-13,-21.0,LIU Brooklyn,Penn St.
1372,Southeastern Louisiana vs. Southern,2006-12-13,11.0,Southeastern Louisiana,Southern
1373,UMKC vs. Maryland,2006-12-13,51.0,UMKC,Maryland
1374,Savannah State vs. Iowa St.,2006-12-13,11.0,Savannah State,Iowa St.
1375,Prairie View A&M vs. Southern Methodist,2006-12-13,-17.0,Prairie View A&M,Southern Methodist
1376,Norfolk State vs. Air Force,2006-12-13,23.0,Norfolk State,Air Force
1377,Harvard vs. Central Conn. St.,2006-12-14,-7.0,Harvard,Central Conn. St.
1378,Nicholls State vs. Lipscomb,2006-12-14,20.0,Nicholls State,Lipscomb
1379,Denver vs. Arkansas St.,2006-12-14,15.0,Denver,Arkansas St.
1380,Campbell vs. San Diego,2006-12-14,-12.0,Campbell,San Diego
1381,Stony Brook vs. Dartmouth,2006-12-14,21.0,Stony Brook,Dartmouth
1382,Chattanooga vs. Charleston,2006-12-14,2.0,Chattanooga,Charleston
1383,Oakland vs. Arkansas,2006-12-14,34.0,Oakland,Arkansas
1384,Austin Peay vs. Memphis,2006-12-14,-25.0,Austin Peay,Memphis
1385,Bethune-Cookman vs. Southern California,2006-12-14,-52.0,Bethune-Cookman,Southern California
1386,LIU Brooklyn vs. Binghamton,2006-12-15,11.0,LIU Brooklyn,Binghamton
1387,Eastern Washington vs. Oregon,2006-12-15,-26.0,Eastern Washington,Oregon
1388,Pittsburgh vs. Wisconsin,2006-12-16,-14.0,Pittsburgh,Wisconsin
1389,Fairleigh Dickinson vs. Stony Brook,2006-12-16,-24.0,Fairleigh Dickinson,Stony Brook
1390,Kentucky vs. Louisville,2006-12-16,12.0,Kentucky,Louisville
1391,Temple vs. Towson,2006-12-16,5.0,Temple,Towson
1392,Wofford vs. Auburn,2006-12-16,10.0,Wofford,Auburn
1393,La Salle vs. Central Conn. St.,2006-12-16,-13.0,La Salle,Central Conn. St.
1394,Illinois St. vs. Western Michigan,2006-12-16,-8.0,Illinois St.,Western Michigan
1395,Iona vs. Rutgers,2006-12-16,-15.0,Iona,Rutgers
1396,DePaul vs. Rhode Island,2006-12-16,8.0,DePaul,Rhode Island
1397,St. Bonaventure vs. Albany,2006-12-16,15.0,St. Bonaventure,Albany
1398,No.Carolina A&T vs. New Mexico,2006-12-16,8.0,No.Carolina A&T,New Mexico
1399,McNeese St. vs. Mississippi St.,2006-12-16,-26.0,McNeese St.,Mississippi St.
1400,Bradley vs. Iowa St.,2006-12-16,10.0,Bradley,Iowa St.
1401,Oral Roberts vs. Chattanooga,2006-12-16,4.0,Oral Roberts,Chattanooga
1402,Mount St. Mary's vs. N.C. State,2006-12-16,-15.0,Mount St. Mary's,N.C. State
1403,Western Kentucky vs. Tennessee,2006-12-16,14.0,Western Kentucky,Tennessee
1404,Akron vs. Illinois-Chicago,2006-12-16,-6.0,Akron,Illinois-Chicago
1405,Southeastern Louisiana vs. Penn St.,2006-12-16,-3.0,Southeastern Louisiana,Penn St.
1406,Texas State vs. Texas,2006-12-16,26.0,Texas State,Texas
1407,Canisius vs. Detroit,2006-12-16,3.0,Canisius,Detroit
1408,Georgia Southern vs. Appalachian St.,2006-12-16,3.0,Georgia Southern,Appalachian St.
1409,CSU Northridge vs. Washington St.,2006-12-16,-19.0,CSU Northridge,Washington St.
1410,Mississippi vs. South Alabama,2006-12-16,10.0,Mississippi,South Alabama
1411,IUPU - Ft. Wayne vs. Indiana - Purdue,2006-12-16,-17.0,IUPU - Ft. Wayne,Indiana - Purdue
1412,Baylor vs. Syracuse,2006-12-16,-23.0,Baylor,Syracuse
1413,NC-Wilmington vs. Toledo,2006-12-16,-3.0,NC-Wilmington,Toledo
1414,Liberty vs. St. Francis (PA),2006-12-16,-14.0,Liberty,St. Francis (PA)
1415,Prairie View A&M vs. Tulsa,2006-12-16,-29.0,Prairie View A&M,Tulsa
1416,Gardner-Webb vs. High Point,2006-12-16,-14.0,Gardner-Webb,High Point
1417,Winston-Salem vs. Georgetown,2006-12-16,44.0,Winston-Salem,Georgetown
1418,Georgia St vs. Alabama St.,2006-12-16,-8.0,Georgia St,Alabama St.
1419,Denver vs. Arkansas-Little Rock,2006-12-16,26.0,Denver,Arkansas-Little Rock
1420,Louisiana Tech vs. Southern,2006-12-16,-15.0,Louisiana Tech,Southern
1421,Texas-Arlington vs. Oklahoma,2006-12-16,29.0,Texas-Arlington,Oklahoma
1422,Tenn-Martin vs. Saint Louis,2006-12-16,24.0,Tenn-Martin,Saint Louis
1423,Lipscomb vs. Evansville,2006-12-16,7.0,Lipscomb,Evansville
1424,South Dakota State vs. Wis.-Green Bay,2006-12-16,-32.0,South Dakota State,Wis.-Green Bay
1425,Southern Mississippi vs. Alabama,2006-12-16,13.0,Southern Mississippi,Alabama
1426,Sacramento State vs. Boise St.,2006-12-16,33.0,Sacramento State,Boise St.
1427,Portland vs. Weber St.,2006-12-16,-17.0,Portland,Weber St.
1428,Northern Arizona vs. Pepperdine,2006-12-16,-15.0,Northern Arizona,Pepperdine
1429,Loyola Marymount vs. San Diego St.,2006-12-16,-11.0,Loyola Marymount,San Diego St.
1430,Creighton vs. Fresno St.,2006-12-16,-15.0,Creighton,Fresno St.
1431,Pacific vs. Nevada,2006-12-16,7.0,Pacific,Nevada
1432,Purdue vs. Butler,2006-12-16,3.0,Purdue,Butler
1433,Valparaiso vs. Ball St.,2006-12-16,21.0,Valparaiso,Ball St.
1434,Hampton vs. Virginia,2006-12-16,-22.0,Hampton,Virginia
1435,Northern Illinois vs. Michigan,2006-12-16,15.0,Northern Illinois,Michigan
1436,MD Baltimore Cty vs. Marquette,2006-12-16,-22.0,MD Baltimore Cty,Marquette
1437,N.C. Asheville vs. North Carolina,2006-12-16,-31.0,N.C. Asheville,North Carolina
1438,Duquesne vs. Niagara,2006-12-16,-4.0,Duquesne,Niagara
1439,Texas Tech vs. Arkansas,2006-12-16,-15.0,Texas Tech,Arkansas
1440,Lamar vs. Wyoming,2006-12-16,-5.0,Lamar,Wyoming
1441,Cal Poly SLO vs. Utah,2006-12-16,-19.0,Cal Poly SLO,Utah
1442,North Texas vs. New Orleans,2006-12-16,4.0,North Texas,New Orleans
1443,Bucknell vs. Cornell,2006-12-16,4.0,Bucknell,Cornell
1444,Cincinnati vs. Ohio St.,2006-12-16,-22.0,Cincinnati,Ohio St.
1445,Savannah State vs. West Virginia,2006-12-16,-35.0,Savannah State,West Virginia
1446,Marshall vs. Princeton,2006-12-16,-16.0,Marshall,Princeton
1447,Southern Methodist vs. Centenary,2006-12-16,-28.0,Southern Methodist,Centenary
1448,Stetson vs. Miami-Florida,2006-12-16,25.0,Stetson,Miami-Florida
1449,Gonzaga vs. Georgia,2006-12-16,13.0,Gonzaga,Georgia
1450,Bowling Green vs. Wright St.,2006-12-16,3.0,Bowling Green,Wright St.
1451,Arizona St. vs. Xavier,2006-12-16,-18.0,Arizona St.,Xavier
1452,Utah St. vs. Brigham Young,2006-12-16,13.0,Utah St.,Brigham Young
1453,South Carolina State vs. Old Dominion,2006-12-16,17.0,South Carolina State,Old Dominion
1454,Furman vs. San Diego,2006-12-16,-11.0,Furman,San Diego
1455,Youngstown St. vs. Robert Morris,2006-12-16,1.0,Youngstown St.,Robert Morris
1456,Chicago St. vs. Michigan St,2006-12-16,-8.0,Chicago St.,Michigan St
1457,Elon University vs. Notre Dame,2006-12-16,-31.0,Elon University,Notre Dame
1458,UAB vs. VCU,2006-12-16,-9.0,UAB,VCU
1459,Western Carolina vs. Dayton,2006-12-16,11.0,Western Carolina,Dayton
1460,Northern Iowa vs. Loyola-Chicago,2006-12-16,9.0,Northern Iowa,Loyola-Chicago
1461,Idaho vs. North Dakota State,2006-12-16,-20.0,Idaho,North Dakota State
1462,Oakland vs. UCLA,2006-12-16,-21.0,Oakland,UCLA
1463,Central Arkansas vs. UMKC,2006-12-16,-12.0,Central Arkansas,UMKC
1464,Nicholls State vs. Vanderbilt,2006-12-16,-36.0,Nicholls State,Vanderbilt
1465,Iowa vs. Drake,2006-12-16,16.0,Iowa,Drake
1466,Indiana St. vs. Missouri St.,2006-12-16,-20.0,Indiana St.,Missouri St.
1467,Jacksonville vs. Texas A&M,2006-12-16,-39.0,Jacksonville,Texas A&M
1468,Utah Valley vs. Montana St.,2006-12-16,-7.0,Utah Valley,Montana St.
1469,Bethune-Cookman vs. Cal St. Fullerton,2006-12-16,-29.0,Bethune-Cookman,Cal St. Fullerton
1470,New Mexico St. vs. Texas-El Paso,2006-12-16,6.0,New Mexico St.,Texas-El Paso
1471,Santa Clara vs. Stanford,2006-12-16,16.0,Santa Clara,Stanford
1472,Portland St. vs. Washington,2006-12-16,-32.0,Portland St.,Washington
1473,Sam Houston St. vs. UC Irvine,2006-12-16,-8.0,Sam Houston St.,UC Irvine
1474,Northwestern St. vs. Hawaii,2006-12-16,11.0,Northwestern St.,Hawaii
1475,Sacred Heart vs. Boston College,2006-12-17,33.0,Sacred Heart,Boston College
